command_path,option,dest,kiwoom_field,required,type,choices,value_map,default,description
kiwoom stocks info,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom quotes price,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom orderbooks list,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom candles daily,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom candles daily,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles daily,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles by-stock,--date,date,dt,Y,date_yyyymmdd,,,,조회일자 YYYYMMDD
kiwoom candles by-stock,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom candles by-stock,--basis,basis,amt_qty_tp,Y,market,amount|quantity,amount=1;quantity=2,,금액/수량 구분
kiwoom candles by-stock,--side,side,trde_tp,Y,market,net-buy|buy|sell,net-buy=0;buy=1;sell=2,,매매구분
kiwoom candles by-stock,--unit,unit,unit_tp,Y,market,thousand|share,thousand=1000;share=1,,단위구분
kiwoom candles lookup,--market,market,mrkt_tp,Y,market,all|kospi|kosdaq,all=000;kospi=001;kosdaq=101,,시장구분
kiwoom candles lookup,--basis,basis,amt_qty_tp,Y,market,amount|quantity,amount=1;quantity=2,,금액/수량 구분
kiwoom candles lookup,--side,side,trde_tp,Y,market,net-buy|buy|sell,net-buy=0;buy=1;sell=2,,매매구분
kiwoom candles lookup,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom etfs info,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 ETF 종목코드
kiwoom etfs daily,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 ETF 종목코드
kiwoom etfs profit,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 ETF 종목코드
kiwoom etfs profit,--index-code,index_code,etfobjt_idex_cd,Y,market,,,,ETF 대상지수코드
kiwoom etfs profit,--period,period,dt,Y,market,week|month|six-months|year,week=0;month=1;six-months=2;year=3,,기간
kiwoom etfs list,--tax-type,tax_type,txon_type,Y,market,all|tax-free|holding-tax|company|foreign|foreign-tax-free,all=0;tax-free=1;holding-tax=2;company=3;foreign=4;foreign-tax-free=5,,과세유형
kiwoom etfs list,--nav-compare,nav_compare,navpre,Y,market,all|nav-gt-close|nav-lt-close,all=0;nav-gt-close=1;nav-lt-close=2,,NAV 대비
kiwoom etfs list,--manager,manager,mngmcomp,Y,market,,,,운용사 코드
kiwoom etfs list,--taxable,taxable,txon_yn,Y,market,all|taxable|tax-free,all=0;taxable=1;tax-free=2,,과세여부
kiwoom etfs list,--tracking-index,tracking_index,trace_idex,Y,market,,,,추적지수 코드
kiwoom etfs list,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
kiwoom etfs intraday-trend,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 ETF 종목코드
kiwoom etfs intraday-fills,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 ETF 종목코드
kiwoom etfs daily-fills,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 ETF 종목코드
kiwoom etfs nav,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 ETF 종목코드
kiwoom etfs foreign-trend,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 ETF 종목코드
kiwoom elws daily,--code,code,stk_cd,Y,instrument_code,,,,6자리 ELW 종목코드
kiwoom elws balance,--code,code,bsis_aset_cd,Y,market,,,,기초자산코드
kiwoom elws balance,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom elws conditions,--issuer-code,issuer_code,isscomp_cd,Y,market,,,,발행사코드
kiwoom elws conditions,--underlying-code,underlying_code,bsis_aset_cd,Y,market,,,,기초자산코드
kiwoom elws conditions,--right-type,right_type,rght_tp,Y,market,all|call|put|dc|dp|ex|early-call|early-put,all=0;call=1;put=2;dc=3;dp=4;ex=5;early-call=6;early-put=7,,권리구분
kiwoom elws conditions,--lp-code,lp_code,lpcd,Y,market,,,,LP코드
kiwoom elws conditions,--sort,sort,sort_tp,Y,market,none|rise-rate|rise-price|fall-rate|fall-price|volume|amount|days-left,none=0;rise-rate=1;rise-price=2;fall-rate=3;fall-price=4;volume=5;amount=6;days-left=7,,정렬구분
kiwoom elws sensitivity,--code,code,stk_cd,Y,instrument_code,,,,6자리 ELW 종목코드
kiwoom elws price-move,--direction,direction,flu_tp,Y,market,rise|fall,rise=1;fall=2,,등락구분
kiwoom elws price-move,--time-unit,time_unit,tm_tp,Y,market,minute|day,minute=1;day=2,,시간구분
kiwoom elws price-move,--time,time,tm,Y,quantity,,,,시간 값
kiwoom elws price-move,--volume,volume,trde_qty_tp,Y,market,all|10k|50k|100k|300k|500k|1000k,all=0;10k=10;50k=50;100k=100;300k=300;500k=500;1000k=1000,,거래량구분
kiwoom elws price-move,--issuer-code,issuer_code,isscomp_cd,Y,market,,,,발행사코드
kiwoom elws price-move,--underlying-code,underlying_code,bsis_aset_cd,Y,market,,,,기초자산코드
kiwoom elws price-move,--right-type,right_type,rght_tp,Y,market,all|call|put|dc|dp|ex|early-call|early-put,all=000;call=001;put=002;dc=003;dp=004;ex=005;early-call=006;early-put=007,,권리구분
kiwoom elws price-move,--lp-code,lp_code,lpcd,Y,market,,,,LP코드
kiwoom elws price-move,--include-ended,include_ended,trde_end_elwskip,Y,market,yes|no,yes=0;no=1,,거래종료ELW 포함 여부
kiwoom elws broker-net,--issuer-code,issuer_code,isscomp_cd,Y,market,,,,발행사코드
kiwoom elws broker-net,--volume,volume,trde_qty_tp,Y,market,all|5k|10k|50k|100k|500k|1000k,all=0;5k=5;10k=10;50k=50;100k=100;500k=500;1000k=1000,,거래량구분
kiwoom elws broker-net,--side,side,trde_tp,Y,market,net-buy|net-sell,net-buy=1;net-sell=2,,매매구분
kiwoom elws broker-net,--period,period,dt,Y,market,previous|5d|10d|40d|60d,previous=1;5d=5;10d=10;40d=40;60d=60,,기간
kiwoom elws broker-net,--include-ended,include_ended,trde_end_elwskip,Y,market,yes|no,yes=0;no=1,,거래종료ELW 포함 여부
kiwoom elws divergence,--issuer-code,issuer_code,isscomp_cd,Y,market,,,,발행사코드
kiwoom elws divergence,--underlying-code,underlying_code,bsis_aset_cd,Y,market,,,,기초자산코드
kiwoom elws divergence,--right-type,right_type,rght_tp,Y,market,all|call|put|dc|dp|ex|early-call|early-put,all=000;call=001;put=002;dc=003;dp=004;ex=005;early-call=006;early-put=007,,권리구분
kiwoom elws divergence,--lp-code,lp_code,lpcd,Y,market,,,,LP코드
kiwoom elws divergence,--include-ended,include_ended,trde_end_elwskip,Y,market,yes|no,yes=0;no=1,,거래종료ELW 포함 여부
kiwoom elws change-rank,--sort,sort,sort_tp,Y,market,rise-rate|rise-price|fall-rate|fall-price,rise-rate=1;rise-price=2;fall-rate=3;fall-price=4,,정렬구분
kiwoom elws change-rank,--right-type,right_type,rght_tp,Y,market,all|call|put|dc|dp|early-call|early-put,all=000;call=001;put=002;dc=003;dp=004;early-call=006;early-put=007,,권리구분
kiwoom elws change-rank,--include-ended,include_ended,trde_end_skip,Y,market,yes|no,yes=0;no=1,,거래종료 포함 여부
kiwoom elws balance-rank,--sort,sort,sort_tp,Y,market,buy-balance|sell-balance,buy-balance=1;sell-balance=2,,정렬구분
kiwoom elws balance-rank,--right-type,right_type,rght_tp,Y,market,all|call|put|dc|dp|early-call|early-put,all=000;call=001;put=002;dc=003;dp=004;early-call=006;early-put=007,,권리구분
kiwoom elws balance-rank,--include-ended,include_ended,trde_end_skip,Y,market,yes|no,yes=0;no=1,,거래종료 포함 여부
kiwoom elws proximity,--code,code,stk_cd,Y,instrument_code,,,,6자리 ELW 종목코드
kiwoom elws details,--code,code,stk_cd,Y,instrument_code,,,,6자리 ELW 종목코드
kiwoom investors by-stock,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom investors lookup,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom investors trend,--period,period,dt,Y,market,recent|3d|5d|10d|20d|120d|range,recent=1;3d=3;5d=5;10d=10;20d=20;120d=120;range=0,,기간
kiwoom investors trend,--from,from_date,strt_dt,N,date_yyyymmdd,,,,시작일자 YYYYMMDD
kiwoom investors trend,--to,to_date,end_dt,N,date_yyyymmdd,,,,종료일자 YYYYMMDD
kiwoom investors trend,--market,market,mrkt_tp,Y,market,kospi|kosdaq,kospi=001;kosdaq=101,,장구분
kiwoom investors trend,--side,side,netslmt_tp,Y,market,net-buy,net-buy=2,,순매도수구분
kiwoom investors trend,--target,target,stk_inds_tp,Y,market,stock|sector,stock=0;sector=1,,종목업종구분
kiwoom investors trend,--basis,basis,amt_qty_tp,Y,market,amount|quantity,amount=0;quantity=1,,금액수량구분
kiwoom investors trend,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
kiwoom short-selling trend,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom short-selling trend,--from,from_date,strt_dt,Y,date_yyyymmdd,,,,시작일자 YYYYMMDD
kiwoom short-selling trend,--to,to_date,end_dt,Y,date_yyyymmdd,,,,종료일자 YYYYMMDD
kiwoom securities-lending by-stock,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom securities-lending trend,--from,from_date,strt_dt,N,date_yyyymmdd,,,,시작일자 YYYYMMDD
kiwoom securities-lending trend,--to,to_date,end_dt,N,date_yyyymmdd,,,,종료일자 YYYYMMDD
kiwoom securities-lending trend,,,all_tp,Y,market,,,1,전체표시 고정값
kiwoom securities-lending list,--from,from_date,strt_dt,Y,date_yyyymmdd,,,,시작일자 YYYYMMDD
kiwoom securities-lending list,--to,to_date,end_dt,N,date_yyyymmdd,,,,종료일자 YYYYMMDD
kiwoom securities-lending list,--market,market,mrkt_tp,Y,market,kospi|kosdaq,kospi=001;kosdaq=101,,시장구분
kiwoom securities-lending lookup,--date,date,dt,Y,date_yyyymmdd,,,,조회일자 YYYYMMDD
kiwoom securities-lending lookup,--market,market,mrkt_tp,Y,market,kospi|kosdaq,kospi=001;kosdaq=101,,시장구분
kiwoom themes by-stock,--code,code,thema_grp_cd,Y,market,,,,테마그룹코드
kiwoom themes by-stock,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
kiwoom themes by-stock,--days,days,date_tp,N,market,,,,기간 일수
kiwoom themes lookup,--kind,kind,qry_tp,Y,market,all|theme|stock,all=0;theme=1;stock=2,,검색구분
kiwoom themes lookup,--days,days,date_tp,Y,market,,,,기간 일수
kiwoom themes lookup,--sort,sort,flu_pl_amt_tp,Y,market,profit-top|profit-bottom|change-top|change-bottom,profit-top=1;profit-bottom=2;change-top=3;change-bottom=4,,정렬 기준
kiwoom themes lookup,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
kiwoom themes lookup,--code,code,stk_cd,N,stock_code,,,,종목코드
kiwoom themes lookup,--name,name,thema_nm,N,market,,,,테마명
kiwoom sectors program,--code,code,stk_cd,Y,stock_code,,,,거래소별 종목코드
kiwoom sectors investor-flows,--market,market,mrkt_tp,Y,market,kospi|kosdaq,kospi=0;kosdaq=1,,시장구분
kiwoom sectors investor-flows,--basis,basis,amt_qty_tp,Y,market,amount|quantity,amount=0;quantity=1,,금액/수량 구분
kiwoom sectors investor-flows,--date,date,base_dt,N,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom sectors investor-flows,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
kiwoom sectors price,--market,market,mrkt_tp,Y,market,kospi|kosdaq|kospi200,kospi=0;kosdaq=1;kospi200=2,,시장구분
kiwoom sectors price,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom sectors stocks,--market,market,mrkt_tp,Y,market,kospi|kosdaq|kospi200,kospi=0;kosdaq=1;kospi200=2,,시장구분
kiwoom sectors stocks,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom sectors stocks,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
kiwoom sectors indices,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom sectors daily,--market,market,mrkt_tp,Y,market,kospi|kosdaq|kospi200,kospi=0;kosdaq=1;kospi200=2,,시장구분
kiwoom sectors daily,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom quotes balance,--date,date,date,Y,date_yyyymmdd,,,,조회일자 YYYYMMDD
kiwoom quotes balance,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
kiwoom quotes by-stock,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom quotes by-stock,--from,from_date,strt_dt,Y,date_yyyymmdd,,,,시작일자 YYYYMMDD
kiwoom quotes by-stock,--to,to_date,end_dt,Y,date_yyyymmdd,,,,종료일자 YYYYMMDD
kiwoom quotes by-stock,--institution-price,institution_price,orgn_prsm_unp_tp,Y,market,buy|sell,buy=1;sell=2,,기관추정단가구분
kiwoom quotes by-stock,--foreign-price,foreign_price,for_prsm_unp_tp,Y,market,buy|sell,buy=1;sell=2,,외인추정단가구분
kiwoom quotes list,--kind,kind,newstk_recvrht_tp,Y,market,all|warrant-security|warrant-certificate,all=00;warrant-security=05;warrant-certificate=07,,신주인수권구분
kiwoom quotes gold-price,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom quotes gold-fills,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom quotes gold-daily,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom quotes gold-daily,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom quotes gold-expected,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom orderbooks gold,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom orderbooks gold,--tick,tick,tic_scope,Y,market,1|3|5|10|30,,,
kiwoom rankings list-fills,--market,market,mrkt_tp,Y,market,all|kospi|kosdaq,all=000;kospi=001;kosdaq=101,,시장구분
kiwoom rankings list-fills,--sort,sort,sort_tp,Y,market,rise-rate|rise-price|flat|fall-rate|fall-price|volume|upper-limit|lower-limit,rise-rate=1;rise-price=2;flat=3;fall-rate=4;fall-price=5;volume=6;upper-limit=7;lower-limit=8,,정렬구분
kiwoom rankings list-fills,--volume,volume,trde_qty_cnd,Y,market,all|1k|3k|5k|10k|50k|100k,all=0;1k=1;3k=3;5k=5;10k=10;50k=50;100k=100,,거래량조건
kiwoom rankings list-fills,--stock-condition,stock_condition,stk_cnd,Y,market,all|exclude-managed|exclude-preferred|exclude-managed-preferred|exclude-margin-100|only-margin-100|only-margin-40|only-margin-30|only-margin-20|exclude-liquidation|only-margin-50|only-margin-60|exclude-etf|exclude-spac|exclude-etf-etn,all=0;exclude-managed=1;exclude-preferred=3;exclude-managed-preferred=4;exclude-margin-100=5;only-margin-100=6;only-margin-40=7;only-margin-30=8;only-margin-20=9;exclude-liquidation=11;only-margin-50=12;only-margin-60=13;exclude-etf=14;exclude-spac=15;exclude-etf-etn=16,,종목조건
kiwoom rankings list-fills,--credit-condition,credit_condition,crd_cnd,Y,market,all|a|b|c|d|exclude-overlimit|e|short|all-financing,all=0;a=1;b=2;c=3;d=4;exclude-overlimit=5;e=7;short=8;all-financing=9,,신용조건
kiwoom rankings list-fills,--price-condition,price_condition,pric_cnd,Y,market,all|under-1k|1k-2k|2k-5k|5k-10k|over-10k|over-1k|under-10k,all=0;under-1k=1;1k-2k=2;2k-5k=3;5k-10k=4;over-10k=5;over-1k=8;under-10k=10,,가격조건
kiwoom rankings list-fills,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
kiwoom stocks trend,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom stocks trend,--date,date,dt,Y,date_yyyymmdd,,,,조회일자 YYYYMMDD
kiwoom stocks trend,--kind,kind,qry_tp,Y,market,financing|loan,financing=1;loan=2,,조회구분
kiwoom orders buy,--exchange,exchange,dmst_stex_tp,N,market,KRX|NXT|SOR,,KRX,국내거래소구분
kiwoom orders buy,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom orders buy,--qty,qty,ord_qty,Y,quantity,,,,주문수량
kiwoom orders buy,--price,price,ord_uv,N,price,,,,주문단가
kiwoom orders buy,--order-type,order_type,trde_tp,Y,order_type,limit|market,limit=0;market=3,,매매구분
kiwoom orders sell,--exchange,exchange,dmst_stex_tp,N,market,KRX|NXT|SOR,,KRX,국내거래소구분
kiwoom orders sell,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom orders sell,--qty,qty,ord_qty,Y,quantity,,,,주문수량
kiwoom orders sell,--price,price,ord_uv,N,price,,,,주문단가
kiwoom orders sell,--order-type,order_type,trde_tp,Y,order_type,limit|market,limit=0;market=3,,매매구분
kiwoom orders modify,--exchange,exchange,dmst_stex_tp,N,market,KRX|NXT|SOR,,KRX,국내거래소구분
kiwoom orders modify,--order-id,order_id,orig_ord_no,Y,preview_order_id,,,,원주문번호
kiwoom orders modify,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom orders modify,--qty,qty,mdfy_qty,Y,quantity,,,,정정수량
kiwoom orders modify,--price,price,mdfy_uv,Y,price,,,,정정단가
kiwoom orders cancel,--exchange,exchange,dmst_stex_tp,N,market,KRX|NXT|SOR,,KRX,국내거래소구분
kiwoom orders cancel,--order-id,order_id,orig_ord_no,Y,preview_order_id,,,,원주문번호
kiwoom orders cancel,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom orders cancel,--qty,qty,cncl_qty,Y,quantity,,,,취소수량
kiwoom orders chance,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom orders chance,--side,side,trde_tp,Y,market,sell|buy,sell=1;buy=2,,매매구분
kiwoom orders chance,--price,price,uv,Y,price,,,,매수가격
kiwoom orders margin,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom orders margin,--price,price,uv,N,price,,,,매수가격
kiwoom orders list-open,--stock-scope,stock_scope,all_stk_tp,Y,market,all|stock,all=0;stock=1,,전체종목구분
kiwoom orders list-open,--side,side,trde_tp,Y,market,all|sell|buy,all=0;sell=1;buy=2,,매매구분
kiwoom orders list-open,--code,code,stk_cd,N,stock_code,,,,6자리 국내 종목코드
kiwoom orders list-open,--exchange,exchange,stex_tp,Y,market,ALL|KRX|NXT,ALL=0;KRX=1;NXT=2,,거래소구분
kiwoom orders list-fills,--stock-scope,stock_scope,qry_tp,Y,market,all|stock,all=0;stock=1,,조회 종목 범위
kiwoom orders list-fills,--side,side,sell_tp,Y,market,all|sell|buy,all=0;sell=1;buy=2,,매도수구분
kiwoom orders list-fills,--code,code,stk_cd,N,stock_code,,,,6자리 국내 종목코드
kiwoom orders list-fills,--order-id,order_id,ord_no,N,market,,,,주문번호
kiwoom orders list-fills,--exchange,exchange,stex_tp,Y,market,ALL|KRX|NXT,ALL=0;KRX=1;NXT=2,,거래소구분
kiwoom orders open-detail,--order-id,order_id,ord_no,Y,market,,,,주문번호
kiwoom accounts cash,--cash-basis,cash_basis,qry_tp,Y,market,estimated|normal,estimated=3;normal=2,,조회구분
kiwoom accounts assets,--include-delisted,include_delisted,qry_tp,Y,market,yes|no,yes=0;no=1,,상장폐지조회구분
kiwoom accounts valuation,--include-delisted,include_delisted,qry_tp,Y,market,yes|no,yes=0;no=1,,상장폐지조회구분
kiwoom accounts valuation,--exchange,exchange,dmst_stex_tp,Y,market,KRX|NXT,,,국내거래소구분
kiwoom accounts holdings,--basis,basis,qry_tp,Y,market,total|individual,total=1;individual=2,,조회구분
kiwoom accounts holdings,--exchange,exchange,dmst_stex_tp,Y,market,KRX|NXT,,,국내거래소구분
kiwoom candles stock-tick,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom candles stock-tick,--interval,interval,tic_scope,Y,market,,,,틱/분 범위
kiwoom candles stock-tick,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles stock-minute,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom candles stock-minute,--interval,interval,tic_scope,Y,market,,,,틱/분 범위
kiwoom candles stock-minute,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles stock-weekly,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom candles stock-weekly,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles stock-weekly,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles stock-monthly,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom candles stock-monthly,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles stock-monthly,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles stock-yearly,--code,code,stk_cd,Y,stock_code,,,,6자리 국내 종목코드
kiwoom candles stock-yearly,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles stock-yearly,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles sector-tick,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom candles sector-tick,--interval,interval,tic_scope,Y,market,,,,틱/분 범위
kiwoom candles sector-minute,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom candles sector-minute,--interval,interval,tic_scope,Y,market,,,,틱/분 범위
kiwoom candles sector-daily,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom candles sector-daily,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles sector-weekly,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom candles sector-weekly,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles sector-monthly,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom candles sector-monthly,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles sector-yearly,--code,code,inds_cd,Y,sector_code,,,,3자리 업종코드
kiwoom candles sector-yearly,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles gold-tick,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom candles gold-tick,--interval,interval,tic_scope,Y,market,,,,틱 범위
kiwoom candles gold-tick,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles gold-minute,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom candles gold-minute,--interval,interval,tic_scope,Y,market,,,,분 범위
kiwoom candles gold-daily,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom candles gold-daily,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles gold-daily,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles gold-weekly,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom candles gold-weekly,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles gold-weekly,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles gold-monthly,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom candles gold-monthly,--date,date,base_dt,Y,date_yyyymmdd,,,,기준일자 YYYYMMDD
kiwoom candles gold-monthly,--adjusted,adjusted,upd_stkpc_tp,N,adjusted_price_flag,0|1|true|false|adjusted|raw,,1,수정주가 구분
kiwoom candles gold-today-tick,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom candles gold-today-tick,--interval,interval,tic_scope,Y,market,,,,틱/분 범위
kiwoom candles gold-today-minute,--code,code,stk_cd,Y,market,,,,금현물 종목코드(예: M04020000 금 99.99_1kg)
kiwoom candles gold-today-minute,--interval,interval,tic_scope,Y,market,,,,틱/분 범위
kiwoom quotes multi-period,--code,code,stk_cd,Y,exchange_stock_code,,,,거래소별 종목코드
kiwoom quotes intraday-minute,--code,code,stk_cd,Y,exchange_stock_code,,,,거래소별 종목코드
kiwoom quotes institution-daily,--from,from_date,strt_dt,Y,date_yyyymmdd,,,,시작일자 YYYYMMDD
kiwoom quotes institution-daily,--to,to_date,end_dt,Y,date_yyyymmdd,,,,종료일자 YYYYMMDD
kiwoom quotes institution-daily,--side,side,trde_tp,Y,market,net-sell|net-buy,net-sell=1;net-buy=2,,순매매구분
kiwoom quotes institution-daily,--market,market,mrkt_tp,Y,market,kospi|kosdaq,kospi=001;kosdaq=101,,시장구분
kiwoom quotes institution-daily,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
kiwoom quotes strength-time,--code,code,stk_cd,Y,exchange_stock_code,,,,거래소별 종목코드
kiwoom quotes strength-daily,--code,code,stk_cd,Y,exchange_stock_code,,,,거래소별 종목코드
kiwoom quotes investor-intraday,--market,market,mrkt_tp,Y,market,all|kospi|kosdaq,all=000;kospi=001;kosdaq=101,,시장구분
kiwoom quotes investor-intraday,--basis,basis,amt_qty_tp,Y,market,combined,combined=1,,금액/수량 동시 조회
kiwoom quotes investor-intraday,--investor,investor,invsr,Y,market,foreign|institution|investment-trust|insurance|bank|pension|state|other-corporate,foreign=6;institution=7;investment-trust=1;insurance=0;bank=2;pension=3;state=4;other-corporate=5,,투자자구분
kiwoom quotes investor-intraday,--foreign-all,foreign_all,frgn_all,Y,market,yes|no,yes=1;no=0,,외국인 전체 포함 여부
kiwoom quotes investor-intraday,--same-net-buy,same_net_buy,smtm_netprps_tp,Y,market,yes|no,yes=1;no=0,,동시 순매수 구분
kiwoom quotes investor-intraday,--exchange,exchange,stex_tp,Y,market,KRX|NXT|ALL,KRX=1;NXT=2;ALL=3,,거래소구분
